id,modelId,description,category,topLevelSynsetId,subSynsetId
98961,a8e5e4016c44f896b1b3c8adf02d88,"Gray Color, Wood Material, Back Sitting Chair",Chair,03001627,04331277
98960,df8374d8f3563be8f1783a44a88d6274,"Wood Material, Cushion Model, two People Back Sitting chair",Chair,03001627,02738535
98959,dca821b9d2fed090f51f77a6d7299806,a 6 drawers wooden brown colour table with 2 flat support stand,Table,04379243,03179701
98958,3ceb74b707f814a17bcd6a9a3aec51dd,the color of the table is brown and the shape is like a rectangle and the material is like wooden and the physical appearance is like short table,Table,04379243,03063968
98957,735df13871e3ab4edf6cfab91d65bb91,brown coloured swipe designed wooden chair and good looking,Chair,03001627,20000026
98956,b112088ed4afade413b554f4133f4b49,"Brown Color, Rectangle Shape, Wood Material",Table,04379243,04379243
98955,a50b78207ec2256168d1b9a1d97e2846,a silver colour square type 4 stand support stand,Chair,03001627,04331277
98954,3f198d5bb97b930c87e847ff3a8836f1,"Wood Material, Brown Color,table Covered With Glass",Table,04379243,20000040
98953,fbdd516e90ad48902872e9c941f7c819,white coloured square shaped table and good looking,Table,04379243,04379243
98952,27c476533e66bc04b21bc3cf138f79e,a brown colour wooden chair with 4 stand support,Chair,03001627,03001627
98951,3e6e16cc5a4f26da30bbd4cddd04c77b,the color of the table is grey and the shape is like a circular and the material is like wooden on top and under it is iron and the physical appearance is like short table,Table,04379243,04379243
98950,725184eebea99d42a49e2dd37ae1f85,black tinted white chair and good looking,Chair,03001627,03001627
98949,82e47329faf11e5c7235016c2c2c8150,"Wood Material, Square Shape, Good Looking Table",Table,04379243,04379243
98948,4647b2b982deda84217ad902ee02afb5,a black colour wooden ancient chair with 4 stand support,Chair,03001627,03001627
98947,c8860d4563be0f34f2b7580a739cd4d5,black coloured push back cushion chair and good looking,Chair,03001627,20000027
98946,f36e83dff72cba53ba9ae5e8f97b3d4,pink coloured pushed inside triangle shaped chair and good looking,Chair,03001627,03001627
98945,c8f29afd512b8595b000f20a5153622c,"Brown Color, Wood and Steel Material, Rectangle Shape Table",Table,04379243,04379243
98944,e58c53d29aaee1fc8101accd22c701b9,Rectangular oval shape wooden tape with six legs,Table,04379243,04379243
98943,2ab79a94145330a95ca21a5844017a0f,"Brown Color, Good Looking Table with five Drawers",Table,04379243,03179701
98942,b5a741e11438fb83d155b73c25b81001,a 2 pillows sofa soft chair with 4 stand of curved type,Chair,03001627,03001627
98941,e905abdafadb48d4155b2bc3322563d5,the color of the chair is red  and the shape is like a square and the material is like wooden and under it is couch material  and the physical appearance is like short size chair and its movable,Chair,03001627,04099969
98940,2a5f29019fea4513dc0970d34db41136,blue coloured rectangular shaped table tennis table and good looking,Table,04379243,04381587
98939,6281a6537c8c4bdce6fe3612af521500,A flexible easy steel foldable chair with arms,Chair,03001627,02738535
98938,19a3ac2ec0312e13c8687ff9b0b4e4ac,"Gray Color, Normal Back Sitting Chair, Wood Material",Chair,03001627,03001627
98937,c302d8053ed38c06b589fc18f8d1e43a,black coloured rectangular shape with designed curve on one side and good looking,Table,04379243,03179701
98936,6e53d494768386ca8579483a049f2a91,A wooden chair which has trapezium shaped cushion seat and back in which the seat and back of the chair is colored in light-caramel and has wooden arms and legs.,Chair,03001627,02738535
98935,77d48297d441c7f5bbc0e8a3b6521117,a black colour barber wooden chair with round flat support stand,Chair,03001627,02738535
98934,fb9f11f128e006d2498725b9a1405ebb,the color of the chair is brown  and the shape is like a pentagon and the material is like wooden and the physical appearance is like short size chair,Chair,03001627,02738535
98933,c5b224f6fcdbd7e655f46d55537192b6,brown colour rectangular shaped wooden table and good looking,Table,04379243,04379243
98932,6932261b5c17f0de4733824eae5cd9ae,A steel frame arm chair with cushion for seat and back,Chair,03001627,02738535
98931,e64562ae2925d5f3f58087d377226538,a soft sofa chair with 4 stand support of grey colour,Chair,03001627,20000027
98930,bdb44c3f5215ca84b6d51da3ac2ed48,brown colour rectangular shape wooden table and good looking,Table,04379243,04379243
98929,6015aaa9ef170d9bfdef1c01cbd4ae0c,"It's a beautiful chair. Have yellow colored seat and black colored legs. It will suit for all puposes and places like home, office, etc.",Chair,03001627,03001627
98928,d9e3a8c4f093d66f3e474b0005d777b5,a brown colour rectangular wooden table with 2 flat support stand,Table,04379243,03179701
98927,608ea98ce4a80a61aed393947b9cb125,Round circular top table with small circular base,Table,04379243,03904060
98926,68ef6fc62b9d7f161a8a283df3396be6,brown coloured wooden table and good looking,Table,04379243,04379243
98925,f2743fb608c502abfffc97a61124b1a9,Rectangular grey color wooden table with drawer,Table,04379243,03179701
98924,d3a1f88f644f36722f92c6319744ac70,It's a unique table. Rectangular shaped top. Made by wood and also have wooden color. Lower portion is very nice and look like cradle.,Table,04379243,03179701
98923,55aea0b2f76b3f7819592f8d1b2d193,blue tinted glass top wooden base teapoy and good looking,Table,04379243,04379243
98922,5b0dd54eced22552b283c8c7333d797,the color of the chair is white  and the shape is like a hexagon and the material is like inside iron and outside couch material and the physical appearance is like short size chair,Chair,03001627,04331277
98921,2c671dc7902c140d3b52a6690de3e81d,a light brown colour 2 drawers table with 2 flat stand support,Table,04379243,04379243
98920,fd1a87a399c1c82d492d9da2668ec34c,white coloured cushion on push back and sides chair,Chair,03001627,20000027
98919,dec5920f32fa546a6c518c577d808035,a simple black colour wooden chair with 4 stand support,Chair,03001627,04331277
98918,34898c36e711fbde713decb1a0563b12,A stylish wooden chair with back of supporting bars,Chair,03001627,03001627
98917,4e9a4060a7fb0dd230bbd4cddd04c77b,white top L shaped steel table with racks on both sides,Table,04379243,03179701
98916,ea21cba1d83526f6deab8d9bfbc24756,a round glass antique table  with 3 support stand,Table,04379243,20000039
98915,afa91ef326c0309768966ba896bb15dd,the color of the table is white and the shape is like a rectangle and the material is like wooden and the physical appearance is like short table,Table,04379243,20000041
98914,2b9ca6deb278a10cffc21cb5f21201cc,brown colour designed cushion base chair and good looking,Chair,03001627,02738535
98913,3edc519c38938ee8d42b9650f19dd425,A square box table with two tier drawers and U shaped steel elgs,Table,04379243,04379243
98912,56cf253d14abfeb92c528d33bca1ac2,a study brown colour wooden chair with 4 stand.,Chair,03001627,04331277
98911,41b548aa6f4146fb1962281db2f162a0,brown colour wooden teapoy and good looking,Table,04379243,04379243
98910,fbee497d2941270d79368d1198f406e7,white glass top brown coloured wooden round shaped teapoy,Table,04379243,04379243
98909,fd3d59ad4d0ddb44e15475f0b1eb22aa,It's a nice chair. Dark violet color and have a centralized leg with a base.,Chair,03001627,02738535
98908,d1e9d5b534c77a2a14b96b665a8ac321,a black colour soft sofa chair with 4 stand support,Chair,03001627,02738535
98907,8cfe3ff92244310534506cc3910614fe,"Brown Color, Wood Material, Computer Table with Drawers",Table,04379243,04603729
98906,3f7c81bc7eab161e19fb4103277a6b93,"Gray Color, Back Sitting Cushion Model Chair",Chair,03001627,20000027
98905,4fe364b3390d3e158afe76b3d612e00b,a soft sofa chair with flat support of stand,Chair,03001627,20000027
98904,59fe91d51febd1f3c83a073fb943e852,a brown wooden desk with top draw and cabinets on the two sides,Table,04379243,03179701
98903,15be511a2433482aa192483aa282f8e5,"Gray Color, Rectangle Shape, Bench Model Table",Table,04379243,04379243
98902,28ce06aa6f25b39f2d19175e7d19b7cb,It's a rectangle table. Ash colored and look so neat. It will be suitable for office purposes and also in home.,Table,04379243,03092883
98901,b0abbb1a540e4b3431540522caac8407,a wooden brown colour table with 2 flat stand,Table,04379243,04379243
98900,e97b4992a642a13c789195d85b2f8718,long wooden table used for banquets or entertaining,Table,04379243,04379243
98899,e1bdefc225831db150fa82c2f036109a,a designer glass table with 2 stand flat support.,Table,04379243,03063968
98898,e8f20141696f143cdb77753d44aa25f6,The color of the chair is blue and the shape is like a parallelogram and material is like a inside iron and outside is couch material and the physical appearance is like short chair,Chair,03001627,03001627
98897,15dfec695110505227c1f8d037f650,"Gray Color, Square Shape, Table Used for home and Office",Table,04379243,04379243
98896,64630e265ab5e1604b3c42e318f3affc,"Wood Material, Rectangle Shape, Table Used for Home",Table,04379243,04379243
98895,c0f18b32a4124eccad9a0199a27b3d8,a tennis umpire long chair of wooden made with 4 stand,Chair,03001627,04331277
98894,dfef8f26e9a8437782db9fca4b68095,a round wooden table with three legs that can be used in any room,Table,04379243,04379243
98893,55bc1f325928f28c738dd0d3509c7e47,"Gray color, wood Material, Back Sitting Chair With Cushion",Chair,03001627,20000027
98892,5a7f0ba2b1845e7bd2a79e157dad9b1a,The color of the table is white and the shape is like a rectangle and material is like a wooden and the physical appearance is like medium size table,Table,04379243,04379243
98891,ba44082e55ea58f431475fd256bf1b7a,an occasional wood table with lower shelf,Table,04379243,04379243
98890,9cf9313fcb038801815b2b467e8e2eac,a glass and steel type of antique table with 4 stand,Table,04379243,04379243
98888,6f052c8606dd3ac3de03ab2a27ba7531,"Gray Color, Square Shape, Wood Material, Table with Two Layer",Table,04379243,20000040
98889,3a466eacf622b3a13a5badb049bb270,It's a rectangle shaped table. Made by wood and also have wooden color.,Table,04379243,04379243
98887,7041d4ec390b8b12234a98794d9f2b5d,a wooden block rectangular chair with 4 stand,Table,04379243,04379243
98885,77b57f3eebab844707cdefe012d0353,"It is a classical, stylish, brown, wooden table with hexagon surface with strong wooden hexagonal base support at the bottom.",Table,04379243,20000038
98886,995e0edbe7bbfbe0659dda512294c744,The color of the table is white and the shape is like a rectangle and material is like a glass and the physical appearance is like tall table,Table,04379243,03092883
98884,a6bdde9da1322bd5116162acefe23592,white sling back  rocking chair made out of canvas,Chair,03001627,04099969
98883,95d6aae8728a0aed70e95b2fd46626d,a black designers chair with 5 support on it and soft.,Chair,03001627,04373704
98882,f3efcbd9745da90619fb4103277a6b93,The color of the table is brown and the shape is like a rectangle and material is like a wooden and the physical appearance is like short table,Table,04379243,04379243
98881,b112088ed4afade413b554f4133f4b49,"Brown Color, Wood Material, Rectangle Shape, Table Used for Office",Table,04379243,04379243
98880,9f3d4541c2754cc2a516ad65be981ae,"It is a classical, brown, wooden, rectangular surface table.",Table,04379243,04379243
98879,e1e7e66978b888703f146f1fbd99cb1a,brown dining chair with high back for kitchen or diing,Chair,03001627,04331277
98878,22ee7f1fdddddaccd78a975872fcaff,The color of the table is brown and the shape is like triangle and material is like a wooden and the physical appearance is like short table,Table,04379243,04603729
98877,7715c9c229d80afaf487e71bd57b6e0c,"It is a  brown shaped, with long rectangular back support , handle less chair with multi-color strip patterns on the chair.",Chair,03001627,04331277
98876,c8166f63964058199947cf98084faa8,It's a chair have a centralized leg. This chair have black color and made by iron. It will be suit for office purposes.,Chair,03001627,03001627
98875,22a67cefe94bd5eedb402a46aa8f1779,wooden tv table with storage underneath and draws,Table,04379243,04603729
98874,bdeb03b610923d868ee99ab78c7c9d6e,"Brown Color, Steel Material, Rectangle Shape, Table with Drawers",Table,04379243,03179701
98873,e588e603f5d0e366490ad276cd2af3a4,a glass and wooden block support table with 4 stand,Table,04379243,20000040
98872,a38f012987a2b29593df8c78d1d8e26d,"Brown Color, Wood Material, Round Shape, Coffee Table",Table,04379243,04379243
98871,8914307dbc15a20387f0bafef1e13471,a wooden brown colour table with 4 stand and comfortable position,Chair,03001627,02738535
98870,8cf448cafd11acee84d4c0ff7581c569,The color of the table is dark brown and the shape is like a rectangle and material is like a wooden and the physical appearance is like short table,Table,04379243,04379243
98869,5ad4512976afc746564eaedaeaa04f28,"Brown and Gray Color, Wood Material, Back Sitting Cushion Model Chair",Chair,03001627,04331277
98868,a48942e0190d14a5a8930422448288ea,Rectangular wooden table with two thick solid legs,Table,04379243,03179701
98867,ab463d43646bd5dcd27b31bdeb5f5c79,oblong wooden table good for dining table,Table,04379243,04379243
98866,770f6ebf01b135e556938a56df3469d5,A short circular round wooden table which has circular round top and has a single wooden leg with curves which is then connected to five wooden parts which forms a bended star shape at the bottom.,Table,04379243,04379243
